text,labels
"Granuloma annulare. Granuloma annulare is a rash that often looks like a ring of small pink, purple or skin-coloured bumps.It usually appears on the back of the hands, feet, elbows or ankles. The rash is not usually painful, but it can be slightly itchy. It's not contagious and usually gets better on its own within a few months.Granuloma annulare is more common in children and young adults, although it can affect people of all ages. It's about twice as common in women.",75.9
"Hernia 3. A hernia occurs when an internal part of the body pushes through a weakness in the muscle or surrounding tissue wall.A hernia usually develops between your chest and hips. In many cases, it causes no or very few symptoms, although you may notice a swelling or lump in your tummy (abdomen) or groin.The lump can often be pushed back in or disappears when you lie down. Coughing or straining may make the lump appear.",60.18181818
"Age-related cataracts. Cataracts are when the lens, a small transparent disc inside your eye, develops cloudy patches.Over time these patches usually become bigger causing blurry, misty vision and eventually blindness.When we're young, our lenses are usually like clear glass, allowing us to see through them. As we get older, they start to become frosted, like bathroom glass, and begin to limit our vision.Cataracts usually appear in both eyes. They may not necessarily develop at the same time or be the same in each eye.They're more common in older adults and can affect your ability to carry out daily activities such as driving.Cataracts can also affect babies and young children. For more information, read about childhood cataracts.",42.7
Jellyfish and other sea creature stings. Most stings from sea creatures in the UK are not serious and can be treated with first aid. Sometimes you may need to go to hospital.,71.0
"Hereditary neuropathy with pressure palsies. Hereditary neuropathy with pressure palsies (HNPP) is an inherited condition that causes numbness, tingling and muscle weakness in the limbs.It affects the peripheral nerves, which connect your brain and spinal cord to your muscles and cells that detect touch, pain and temperature.HNPP can affect both men and women. Symptoms usually start in your teenage years or 20s to 30s, although they can develop in childhood or later in life.",26.7
"Claustrophobia. Claustrophobia is the irrational fear of confined spaces.People affected by claustrophobia will often go out of their way to avoid confined spaces, such as lifts, tunnels, tube trains and public toilets. But avoiding these places may reinforce the fear.Some people with claustrophobia experience mild anxiety when in a confined space, while others have severe anxiety or a panic attack. The most common experience is a feeling or fear of losing control.It's estimated around 10% of the UK population are affected by claustrophobia during their lifetime.",72.2
"Hip pain in adults. Most cases of hip pain in adults that are treated with surgery are caused by osteoarthritis, the most common type of arthritis in the UK.This page aims to give you a better idea of whether osteoarthritis or something more unusual is causing your hip pain, and what you can do about it. But do not try to diagnose the cause of your hip pain yourself. This should always be a matter for your doctor.Find out more about hip pain in children",50.6
"Bowel incontinence. Bowel incontinence, or faecal incontinence, is when you have problems controlling your bowels.It can be very upsetting and embarrassing, but it's important to get medical advice if you have it because treatment can help.",40.7
"Tay-Sachs disease. Tay-Sachs disease is a rare inherited condition that mainly affects babies and young children. It stops the nerves working properly and is usually fatal.It used to be most common in people of Ashkenazi Jewish descent (most Jewish people in the UK), but many cases now occur in people from other ethnic backgrounds.",11.63636364
"Farting. Farting, also known as flatulence or wind, is normal. There are things you can do if you fart a lot or it's smelly. Sometimes it can be a sign of a health condition.",78.44444444
"Chronic fatigue syndrome. Chronic fatigue syndrome (CFS) is a long-term illness with a wide range of symptoms. The most common symptom is extreme tiredness.CFS is also known as ME, which stands for myalgic encephalomyelitis. Many people refer to the condition as CFS/ME.CFS/ME can affect anyone, including children. It's more common in women, and tends to develop between your mid-20s and mid-40s.",31.5
